"ID","exon_merge","CDS_merge"
"ENSP00000341633_nt",5016,2976
"ENSP00000341637_nt",6438,1362
"ENSP00000341640_nt",2485,2052
"ENSP00000341652_nt",2441,1671
"ENSP00000341657_nt",1299,675
"ENSP00000341662_nt",2475,1335
"ENSP00000341677_nt",2296,420
"ENSP00000341680_nt",1403,1053
"ENSP00000341682_nt",4510,2661
"ENSP00000341692_nt",1649,1194
"ENSP00000341730_nt",2278,642
"ENSP00000341737_nt",2593,825
"ENSP00000341762_nt",654,396
"ENSP00000341765_nt",2106,1707
"ENSP00000341779_nt",1472,1011
"ENSP00000341785_nt",2177,1125
"ENSP00000341787_nt",2440,1398
"ENSP00000341794_nt",1013,456
"ENSP00000341803_nt",763,663
"ENSP00000341805_nt",1719,1494
"ENSP00000341815_nt",1864,1152
"ENSP00000341819_nt",11299,975
"ENSP00000341821_nt",2620,1059
"ENSP00000341826_nt",1842,1116
"ENSP00000341828_nt",1624,1428
"ENSP00000341838_nt",840,630
"ENSP00000341843_nt",1719,1023
"ENSP00000341874_nt",4038,1557
"ENSP00000341882_nt",3814,3084
"ENSP00000341885_nt",985,879
"ENSP00000341905_nt",3293,3033
"ENSP00000341911_nt",2725,1161
"ENSP00000341914_nt",2850,2538
"ENSP00000341926_nt",1799,1089
"ENSP00000341938_nt",1876,1074
"ENSP00000341940_nt",1431,453
"ENSP00000341942_nt",4027,3654
"ENSP00000341944_nt",3327,2640
"ENSP00000341947_nt",6127,2247
"ENSP00000341952_nt",1701,870
"ENSP00000341957_nt",4651,3402
"ENSP00000341961_nt",2039,1251
"ENSP00000341963_nt",1854,1851
"ENSP00000341987_nt",939,936
"ENSP00000341988_nt",4833,4728
"ENSP00000341992_nt",581,576
"ENSP00000342002_nt",2648,1860
"ENSP00000342007_nt",2728,1548
"ENSP00000342008_nt",954,951
"ENSP00000342011_nt",1579,1008
"ENSP00000342012_nt",1927,1428
"ENSP00000342015_nt",3666,270
"ENSP00000342019_nt",3021,1878
"ENSP00000342023_nt",4424,3564
"ENSP00000342026_nt",1751,672
"ENSP00000342032_nt",1753,777
"ENSP00000342040_nt",4516,1707
"ENSP00000342056_nt",2975,1398
"ENSP00000342070_nt",2028,1017
"ENSP00000342082_nt",596,396
"ENSP00000342098_nt",3056,1587
"ENSP00000342105_nt",8912,1803
"ENSP00000342109_nt",2061,1242
"ENSP00000342118_nt",2575,2172
"ENSP00000342121_nt",3282,2055
"ENSP00000342136_nt",1832,1113
"ENSP00000342137_nt",1978,825
"ENSP00000342143_nt",2084,1557
"ENSP00000342144_nt",4390,3924
"ENSP00000342148_nt",3730,222
"ENSP00000342152_nt",331,213
"ENSP00000342156_nt",1042,603
"ENSP00000342162_nt",1930,873
"ENSP00000342169_nt",1433,1173
"ENSP00000342181_nt",3983,2013
"ENSP00000342188_nt",1827,1680
"ENSP00000342197_nt",2071,1500
"ENSP00000342210_nt",7686,7239
"ENSP00000342215_nt",1590,1023
"ENSP00000342216_nt",6514,4872
"ENSP00000342222_nt",2808,2292
"ENSP00000342235_nt",12136,3924
"ENSP00000342240_nt",478,324
"ENSP00000342254_nt",4253,471
"ENSP00000342262_nt",3874,1140
"ENSP00000342267_nt",1586,903
"ENSP00000342276_nt",3140,1884
"ENSP00000342295_nt",2502,1842
"ENSP00000342307_nt",3475,2403
"ENSP00000342322_nt",2709,1710
"ENSP00000342331_nt",2422,318
"ENSP00000342336_nt",1800,519
"ENSP00000342343_nt",1437,600
"ENSP00000342356_nt",402,399
"ENSP00000342374_nt",901,354
"ENSP00000342381_nt",1888,1524
"ENSP00000342385_nt",1774,456
"ENSP00000342392_nt",1552,1191
"ENSP00000342411_nt",710,495
"ENSP00000342422_nt",3626,2145
"ENSP00000342434_nt",6102,4449
"ENSP00000342445_nt",1831,627
"ENSP00000342448_nt",933,930
"ENSP00000342481_nt",8106,3141
"ENSP00000342499_nt",4320,1548
"ENSP00000342501_nt",2834,1512
"ENSP00000342502_nt",1689,960
"ENSP00000342510_nt",8361,2595
"ENSP00000342512_nt",1884,882
"ENSP00000342513_nt",822,414
"ENSP00000342518_nt",1779,1563
"ENSP00000342520_nt",3500,1008
"ENSP00000342557_nt",2349,1767
"ENSP00000342560_nt",2659,1335
"ENSP00000342570_nt",2070,600
"ENSP00000342576_nt",1472,894
"ENSP00000342604_nt",4141,3420
"ENSP00000342609_nt",2238,825
"ENSP00000342626_nt",4326,1776
"ENSP00000342667_nt",4285,2514
"ENSP00000342680_nt",1929,1509
"ENSP00000342681_nt",3221,1485
"ENSP00000342697_nt",1069,948
"ENSP00000342699_nt",1373,1101
"ENSP00000342709_nt",1530,1068
"ENSP00000342710_nt",3305,1734
"ENSP00000342711_nt",951,483
"ENSP00000342755_nt",5596,951
"ENSP00000342778_nt",2311,1638
"ENSP00000342790_nt",345,267
"ENSP00000342793_nt",5604,3222
"ENSP00000342797_nt",1062,1059
"ENSP00000342805_nt",1622,639
"ENSP00000342812_nt",10036,7665
"ENSP00000342818_nt",1951,1392
"ENSP00000342828_nt",2097,1092
"ENSP00000342832_nt",4329,357
"ENSP00000342836_nt",1105,936
"ENSP00000342848_nt",1678,1449
"ENSP00000342850_nt",1534,1215
"ENSP00000342858_nt",3247,2061
"ENSP00000342876_nt",3747,1596
"ENSP00000342886_nt",381,378
"ENSP00000342895_nt",4676,324
"ENSP00000342905_nt",5963,3306
"ENSP00000342924_nt",8039,2505
"ENSP00000342935_nt",1404,876
"ENSP00000342938_nt",1342,789
"ENSP00000342952_nt",6575,3273
"ENSP00000342962_nt",3137,1359
"ENSP00000342970_nt",3312,2406
"ENSP00000342974_nt",4554,1728
"ENSP00000342981_nt",3767,1584
"ENSP00000342991_nt",1169,1020
"ENSP00000343000_nt",1032,645
"ENSP00000343001_nt",5267,3906
"ENSP00000343002_nt",4254,1494
"ENSP00000343021_nt",1030,783
"ENSP00000343023_nt",2926,2655
"ENSP00000343027_nt",3347,1062
"ENSP00000343040_nt",2319,645
"ENSP00000343054_nt",3188,2445
"ENSP00000343062_nt",975,972
"ENSP00000343081_nt",13593,2103
"ENSP00000343087_nt",3001,2256
"ENSP00000343103_nt",4238,2076
"ENSP00000343118_nt",605,297
"ENSP00000343129_nt",3328,1764
"ENSP00000343140_nt",6460,5529
"ENSP00000343144_nt",3868,1128
"ENSP00000343158_nt",4706,3261
"ENSP00000343171_nt",1238,579
"ENSP00000343172_nt",3127,657
"ENSP00000343190_nt",2250,612
"ENSP00000343199_nt",4708,1470
"ENSP00000343204_nt",5047,3462
"ENSP00000343223_nt",1166,384
"ENSP00000343234_nt",1782,1269
"ENSP00000343242_nt",2933,708
"ENSP00000343244_nt",885,570
"ENSP00000343246_nt",2517,1005
"ENSP00000343248_nt",4992,1272
"ENSP00000343273_nt",5620,1758
"ENSP00000343279_nt",2929,2469
"ENSP00000343290_nt",1818,960
"ENSP00000343298_nt",2947,2436
"ENSP00000343313_nt",3092,825
"ENSP00000343314_nt",592,276
"ENSP00000343325_nt",2960,2844
"ENSP00000343331_nt",1652,1443
"ENSP00000343339_nt",1494,1491
"ENSP00000343348_nt",2254,507
"ENSP00000343366_nt",1023,708
"ENSP00000343376_nt",2391,1680
"ENSP00000343377_nt",4867,4362
"ENSP00000343392_nt",2563,1038
"ENSP00000343398_nt",3962,1359
"ENSP00000343412_nt",1852,1245
"ENSP00000343428_nt",1698,993
"ENSP00000343445_nt",1749,1170
"ENSP00000343463_nt",2135,1857
"ENSP00000343477_nt",2629,1287
"ENSP00000343479_nt",4656,2898
"ENSP00000343490_nt",3147,1701
"ENSP00000343493_nt",984,795
"ENSP00000343497_nt",1000,912
"ENSP00000343505_nt",1971,750
"ENSP00000343507_nt",2393,1080
"ENSP00000343515_nt",1235,897
"ENSP00000343521_nt",942,939
"ENSP00000343526_nt",3996,2355
"ENSP00000343535_nt",5412,3306
"ENSP00000343552_nt",4771,852
"ENSP00000343581_nt",6090,1557
"ENSP00000343617_nt",4248,2376
"ENSP00000343619_nt",2060,816
"ENSP00000343633_nt",5408,1293
"ENSP00000343635_nt",5046,1368
"ENSP00000343636_nt",1911,1182
"ENSP00000343656_nt",6621,2190
"ENSP00000343657_nt",3665,1689
"ENSP00000343674_nt",1296,1293
"ENSP00000343676_nt",1622,999
"ENSP00000343686_nt",1412,1134
"ENSP00000343690_nt",5476,2052
"ENSP00000343701_nt",6830,1614
"ENSP00000343706_nt",1462,657
"ENSP00000343709_nt",2546,603
"ENSP00000343741_nt",8249,7932
"ENSP00000343742_nt",4124,1233
"ENSP00000343745_nt",10277,5766
"ENSP00000343746_nt",5635,1575
"ENSP00000343747_nt",1809,966
"ENSP00000343765_nt",1867,1413
"ENSP00000343782_nt",2950,1224
"ENSP00000343785_nt",2348,957
"ENSP00000343799_nt",2786,660
"ENSP00000343818_nt",6228,5679
"ENSP00000343819_nt",3001,891
"ENSP00000343838_nt",2408,1590
"ENSP00000343867_nt",9826,786
"ENSP00000343871_nt",3602,2280
"ENSP00000343877_nt",4943,990
"ENSP00000343885_nt",1684,1002
"ENSP00000343890_nt",2190,642
"ENSP00000343891_nt",3132,3129
"ENSP00000343899_nt",2972,1866
"ENSP00000343900_nt",647,537
"ENSP00000343924_nt",5747,1146
"ENSP00000343925_nt",2060,1590
"ENSP00000343930_nt",2560,1926
"ENSP00000343948_nt",2315,1686
"ENSP00000343952_nt",4018,1122
"ENSP00000343957_nt",2899,1545
"ENSP00000343966_nt",2407,1569
"ENSP00000343995_nt",1630,1470
"ENSP00000344040_nt",1047,957
"ENSP00000344041_nt",1000,702
"ENSP00000344071_nt",1119,1098
"ENSP00000344087_nt",6173,3777
"ENSP00000344101_nt",954,951
"ENSP00000344115_nt",4120,2352
"ENSP00000344125_nt",2544,1740
"ENSP00000344129_nt",3649,1704
"ENSP00000344140_nt",1535,1275
"ENSP00000344162_nt",3643,1620
"ENSP00000344166_nt",2757,1110
"ENSP00000344173_nt",4057,2724
"ENSP00000344187_nt",960,441
"ENSP00000344192_nt",1859,465
"ENSP00000344193_nt",878,468
"ENSP00000344208_nt",4454,1326
"ENSP00000344215_nt",5638,720
"ENSP00000344218_nt",1107,465
"ENSP00000344219_nt",3480,1470
"ENSP00000344220_nt",7241,1668
"ENSP00000344223_nt",4338,3156
"ENSP00000344233_nt",2028,1968
"ENSP00000344235_nt",1555,528
"ENSP00000344241_nt",899,510
"ENSP00000344242_nt",1963,1323
"ENSP00000344244_nt",2376,2373
"ENSP00000344254_nt",1580,534
"ENSP00000344260_nt",4669,1917
"ENSP00000344277_nt",2772,978
"ENSP00000344285_nt",830,699
"ENSP00000344299_nt",1417,1206
"ENSP00000344307_nt",5765,5403
"ENSP00000344314_nt",3611,3036
"ENSP00000344322_nt",6944,1950
"ENSP00000344331_nt",3671,1257
"ENSP00000344352_nt",2033,543
"ENSP00000344353_nt",2428,1032
"ENSP00000344392_nt",1643,1296
"ENSP00000344393_nt",4341,594
"ENSP00000344411_nt",3433,2556
"ENSP00000344420_nt",972,501
"ENSP00000344424_nt",5388,909
"ENSP00000344430_nt",3706,684
"ENSP00000344431_nt",1875,948
"ENSP00000344432_nt",2562,1512
"ENSP00000344446_nt",9288,4290
"ENSP00000344456_nt",3737,2343
"ENSP00000344458_nt",1551,1266
"ENSP00000344460_nt",2583,1653
"ENSP00000344468_nt",1580,1326
"ENSP00000344479_nt",3472,1794
"ENSP00000344488_nt",4378,1983
"ENSP00000344489_nt",1445,1128
"ENSP00000344503_nt",3776,1998
"ENSP00000344504_nt",2344,582
"ENSP00000344528_nt",1132,855
"ENSP00000344544_nt",9667,1527
"ENSP00000344545_nt",431,285
"ENSP00000344549_nt",4147,3012
"ENSP00000344551_nt",741,237
"ENSP00000344562_nt",2603,1416
"ENSP00000344563_nt",1097,828
"ENSP00000344572_nt",1261,1092
"ENSP00000344577_nt",2117,1206
"ENSP00000344579_nt",2938,2475
"ENSP00000344609_nt",1485,888
"ENSP00000344616_nt",1103,963
"ENSP00000344635_nt",2458,885
"ENSP00000344648_nt",3664,1599
"ENSP00000344659_nt",3152,1908
"ENSP00000344666_nt",6025,1785
"ENSP00000344668_nt",4553,2208
"ENSP00000344674_nt",1678,900
"ENSP00000344724_nt",1880,1518
"ENSP00000344729_nt",1124,951
"ENSP00000344741_nt",3010,831
"ENSP00000344742_nt",6277,1272
"ENSP00000344758_nt",3253,2097
"ENSP00000344779_nt",4883,945
"ENSP00000344786_nt",10333,3720
"ENSP00000344791_nt",3829,2166
"ENSP00000344794_nt",2747,1908
"ENSP00000344801_nt",10749,1983
"ENSP00000344816_nt",4599,1422
"ENSP00000344818_nt",2688,2055
"ENSP00000344820_nt",1298,921
"ENSP00000344822_nt",514,294
"ENSP00000344828_nt",8556,1575
"ENSP00000344829_nt",1739,1083
"ENSP00000344831_nt",4045,1014
"ENSP00000344855_nt",2111,1254
"ENSP00000344860_nt",662,375
"ENSP00000344866_nt",3385,2073
"ENSP00000344868_nt",4350,1311
"ENSP00000344871_nt",4303,3294
"ENSP00000344903_nt",3368,468
"ENSP00000344929_nt",1362,1359
"ENSP00000344936_nt",753,606
"ENSP00000344937_nt",6015,2148
"ENSP00000344942_nt",4404,753
"ENSP00000344961_nt",3868,1593
"ENSP00000344967_nt",4938,966
"ENSP00000344989_nt",1739,1629
"ENSP00000344996_nt",2262,2019
"ENSP00000345001_nt",6929,1950
"ENSP00000345023_nt",1179,729
"ENSP00000345024_nt",1341,1128
"ENSP00000345029_nt",2556,2373
"ENSP00000345030_nt",2705,1863
"ENSP00000345044_nt",1056,1044
"ENSP00000345055_nt",6688,2853
"ENSP00000345064_nt",5902,2493
"ENSP00000345079_nt",1952,579
"ENSP00000345083_nt",2303,1041
"ENSP00000345096_nt",2881,1797
"ENSP00000345102_nt",2574,1419
"ENSP00000345107_nt",4035,285
"ENSP00000345133_nt",5742,4653
"ENSP00000345147_nt",2238,1062
"ENSP00000345151_nt",908,861
"ENSP00000345156_nt",7072,645
"ENSP00000345175_nt",2165,1536
"ENSP00000345184_nt",2204,1929
"ENSP00000345192_nt",2189,1434
"ENSP00000345195_nt",4230,1872
"ENSP00000345206_nt",5860,1500
"ENSP00000345216_nt",6247,5052
"ENSP00000345229_nt",3260,2211
"ENSP00000345230_nt",1417,852
"ENSP00000345243_nt",2256,2091
"ENSP00000345259_nt",5956,2592
"ENSP00000345268_nt",1336,999
"ENSP00000345270_nt",5062,1599
"ENSP00000345282_nt",3984,1569
"ENSP00000345295_nt",3983,1071
"ENSP00000345339_nt",2619,1218
"ENSP00000345341_nt",2331,1131
"ENSP00000345344_nt",2177,999
"ENSP00000345359_nt",2186,1815
"ENSP00000345374_nt",2296,1716
"ENSP00000345393_nt",2490,492
"ENSP00000345412_nt",3695,1542
"ENSP00000345420_nt",2260,519
"ENSP00000345436_nt",5759,4293
"ENSP00000345445_nt",1717,1407
"ENSP00000345464_nt",2248,1185
"ENSP00000345468_nt",3581,705
"ENSP00000345470_nt",2277,1689
"ENSP00000345477_nt",4450,1050
"ENSP00000345479_nt",6882,1725
"ENSP00000345487_nt",411,408
"ENSP00000345491_nt",5061,2394
"ENSP00000345492_nt",5406,1725
"ENSP00000345494_nt",2233,954
"ENSP00000345502_nt",8232,2427
"ENSP00000345528_nt",3898,1113
"ENSP00000345563_nt",3224,936
"ENSP00000345571_nt",2503,1311
"ENSP00000345575_nt",4360,1227
"ENSP00000345629_nt",4012,3939
"ENSP00000345633_nt",842,498
"ENSP00000345656_nt",1227,882
"ENSP00000345659_nt",1555,792
"ENSP00000345667_nt",2226,1638
"ENSP00000345681_nt",3367,1440
"ENSP00000345702_nt",3811,1041
"ENSP00000345708_nt",2801,1170
"ENSP00000345716_nt",1639,1206
"ENSP00000345719_nt",2076,996
"ENSP00000345728_nt",8483,4500
"ENSP00000345731_nt",5034,2778
"ENSP00000345752_nt",4681,1929
"ENSP00000345767_nt",3073,2181
"ENSP00000345771_nt",3176,2553
"ENSP00000345772_nt",2983,1305
"ENSP00000345773_nt",2239,1404
"ENSP00000345774_nt",3828,1524
"ENSP00000345785_nt",2338,1773
"ENSP00000345793_nt",5909,2931
"ENSP00000345797_nt",2774,513
"ENSP00000345808_nt",4128,2538
"ENSP00000345809_nt",3275,3087
"ENSP00000345824_nt",5947,5571
"ENSP00000345826_nt",4845,861
"ENSP00000345848_nt",1463,753
"ENSP00000345849_nt",2349,1533
"ENSP00000345853_nt",2433,1152
"ENSP00000345868_nt",2840,798
"ENSP00000345873_nt",2863,2292
"ENSP00000345895_nt",5233,1404
"ENSP00000345917_nt",1569,1137
"ENSP00000345972_nt",3135,2184
"ENSP00000345974_nt",1658,1350
"ENSP00000345984_nt",2785,1722
"ENSP00000345985_nt",3270,2367
"ENSP00000345988_nt",6168,5079
"ENSP00000345997_nt",3227,1917
"ENSP00000346001_nt",1442,1209
"ENSP00000346012_nt",746,318
"ENSP00000346015_nt",4916,444
"ENSP00000346022_nt",750,576
"ENSP00000346032_nt",1444,1071
"ENSP00000346037_nt",1197,342
"ENSP00000346050_nt",934,792
"ENSP00000346063_nt",3769,765
"ENSP00000346065_nt",6817,6288
"ENSP00000346088_nt",2078,384
"ENSP00000346109_nt",4227,1668
"ENSP00000346112_nt",4568,3450
"ENSP00000346120_nt",4711,2349
"ENSP00000346130_nt",4541,231
"ENSP00000346139_nt",4466,1209
"ENSP00000346142_nt",2205,1224
"ENSP00000346148_nt",1918,1722
"ENSP00000346151_nt",6880,4365
"ENSP00000346155_nt",1837,1644
"ENSP00000346160_nt",5176,651
"ENSP00000346173_nt",3551,1038
"ENSP00000346175_nt",6139,2157
"ENSP00000346206_nt",2959,2424
"ENSP00000346240_nt",1560,888
"ENSP00000346251_nt",1079,768
"ENSP00000346255_nt",4996,912
"ENSP00000346265_nt",3792,1158
"ENSP00000346275_nt",1597,1425
"ENSP00000346283_nt",950,345
"ENSP00000346294_nt",566,303
"ENSP00000346298_nt",5423,1776
"ENSP00000346300_nt",5325,909
"ENSP00000346325_nt",2686,2238
"ENSP00000346335_nt",14208,3492
"ENSP00000346340_nt",4007,627
"ENSP00000346342_nt",1496,951
"ENSP00000346348_nt",3202,1449
"ENSP00000346359_nt",5226,4932
"ENSP00000346378_nt",1810,1479
"ENSP00000346401_nt",1510,1152
"ENSP00000346412_nt",1304,948
"ENSP00000346437_nt",4959,2109
"ENSP00000346453_nt",3646,3243
"ENSP00000346464_nt",1347,1125
"ENSP00000346466_nt",4588,2241
"ENSP00000346483_nt",1306,942
"ENSP00000346484_nt",3941,1944
"ENSP00000346508_nt",1308,633
"ENSP00000346509_nt",348,345
"ENSP00000346536_nt",211,195
"ENSP00000346537_nt",3150,1371
"ENSP00000346550_nt",2593,2019
"ENSP00000346575_nt",942,939
"ENSP00000346577_nt",3251,1686
"ENSP00000346595_nt",10242,8274
"ENSP00000346599_nt",4857,669
"ENSP00000346603_nt",2352,1533
"ENSP00000346611_nt",987,939
"ENSP00000346624_nt",1470,1236
"ENSP00000346627_nt",4306,945
"ENSP00000346634_nt",4432,2865
"ENSP00000346635_nt",4567,1401
"ENSP00000346643_nt",3689,2751
"ENSP00000346644_nt",5195,1647
"ENSP00000346659_nt",3186,2514
"ENSP00000346667_nt",11341,5400
"ENSP00000346671_nt",3628,1611
"ENSP00000346693_nt",3997,888
"ENSP00000346694_nt",3664,1059
"ENSP00000346697_nt",4687,552
"ENSP00000346716_nt",3205,1791
"ENSP00000346725_nt",2295,1764
"ENSP00000346729_nt",3368,1092
"ENSP00000346733_nt",3896,2502
"ENSP00000346762_nt",3476,2730
"ENSP00000346768_nt",2416,1590
"ENSP00000346797_nt",3533,2121
"ENSP00000346802_nt",4198,2391
"ENSP00000346805_nt",811,588
"ENSP00000346809_nt",11114,2766
"ENSP00000346824_nt",2238,1893
"ENSP00000346827_nt",2696,1554
"ENSP00000346829_nt",2037,1629
"ENSP00000346839_nt",8905,7431
"ENSP00000346874_nt",5264,1545
"ENSP00000346879_nt",2191,1203
"ENSP00000346886_nt",5120,1362
"ENSP00000346890_nt",3895,3657
"ENSP00000346892_nt",1889,330
"ENSP00000346916_nt",3391,2526
"ENSP00000346921_nt",1021,717
"ENSP00000346927_nt",1330,924
"ENSP00000346931_nt",2667,573
"ENSP00000346954_nt",1034,567
"ENSP00000346955_nt",2673,822
"ENSP00000346959_nt",1730,1563
"ENSP00000346964_nt",3963,3051
"ENSP00000346981_nt",1448,438
"ENSP00000346986_nt",3042,1941
"ENSP00000346987_nt",1209,222
"ENSP00000346990_nt",4026,1485
"ENSP00000346997_nt",1233,1230
"ENSP00000347003_nt",966,963
"ENSP00000347005_nt",2645,1176
"ENSP00000347032_nt",2924,1263
"ENSP00000347038_nt",3303,987
"ENSP00000347041_nt",3310,1128
"ENSP00000347043_nt",3197,1515
"ENSP00000347046_nt",7154,2625
"ENSP00000347055_nt",907,591
"ENSP00000347088_nt",4409,2268
"ENSP00000347119_nt",1882,462
"ENSP00000347134_nt",3402,1788
"ENSP00000347140_nt",1386,933
"ENSP00000347152_nt",8479,4137
"ENSP00000347161_nt",3037,2094
"ENSP00000347169_nt",3342,1953
"ENSP00000347170_nt",3759,1170
"ENSP00000347184_nt",13474,9426
"ENSP00000347188_nt",2425,711
"ENSP00000347193_nt",2177,1755
"ENSP00000347195_nt",4769,882
"ENSP00000347197_nt",2311,1050
"ENSP00000347198_nt",23331,3255
"ENSP00000347206_nt",2078,1863
"ENSP00000347210_nt",2098,1281
"ENSP00000347213_nt",2095,1485
"ENSP00000347232_nt",5258,4251
"ENSP00000347234_nt",2519,1617
"ENSP00000347244_nt",6300,5091
"ENSP00000347277_nt",1118,369
"ENSP00000347309_nt",1438,375
"ENSP00000347314_nt",4820,1998
"ENSP00000347322_nt",1309,1062
"ENSP00000347324_nt",4289,576
"ENSP00000347338_nt",4364,2088
"ENSP00000347339_nt",1067,474
"ENSP00000347345_nt",4416,612
"ENSP00000347358_nt",1864,1287
"ENSP00000347379_nt",6438,1566
"ENSP00000347408_nt",5124,1254
"ENSP00000347409_nt",2812,2196
"ENSP00000347416_nt",5034,3645
"ENSP00000347418_nt",945,942
"ENSP00000347427_nt",4961,3996
"ENSP00000347428_nt",939,936
"ENSP00000347433_nt",3809,1542
"ENSP00000347444_nt",3834,3294
"ENSP00000347451_nt",3055,1860
"ENSP00000347454_nt",4790,2958
"ENSP00000347457_nt",3280,2607
"ENSP00000347463_nt",2993,1788
"ENSP00000347464_nt",5466,2277
"ENSP00000347484_nt",9200,3054
"ENSP00000347486_nt",3803,720
"ENSP00000347495_nt",3092,1413
"ENSP00000347498_nt",2775,1413
"ENSP00000347504_nt",1963,600
"ENSP00000347507_nt",6087,5805
"ENSP00000347532_nt",5361,1893
"ENSP00000347538_nt",3081,1422
"ENSP00000347581_nt",3849,1266
"ENSP00000347583_nt",2124,1440
"ENSP00000347586_nt",3451,888
"ENSP00000347591_nt",2583,1395
"ENSP00000347596_nt",1820,1479
"ENSP00000347602_nt",5891,3771
"ENSP00000347626_nt",8256,1083
"ENSP00000347635_nt",749,516
"ENSP00000347646_nt",4630,945
"ENSP00000347648_nt",3541,1701
"ENSP00000347649_nt",2791,1311
"ENSP00000347684_nt",5809,1218
"ENSP00000347689_nt",5979,2136
"ENSP00000347710_nt",7879,2406
"ENSP00000347712_nt",3445,1107
"ENSP00000347714_nt",1483,861
"ENSP00000347716_nt",1632,1242
"ENSP00000347717_nt",2666,1425
"ENSP00000347721_nt",2133,1536
"ENSP00000347730_nt",4945,3900
"ENSP00000347748_nt",1933,1119
"ENSP00000347754_nt",2331,1548
"ENSP00000347755_nt",3550,1371
"ENSP00000347767_nt",2918,2124
"ENSP00000347778_nt",3463,2910
"ENSP00000347792_nt",7378,4488
"ENSP00000347799_nt",542,243
"ENSP00000347802_nt",3342,3003
"ENSP00000347821_nt",3834,2811
"ENSP00000347823_nt",1696,1473
"ENSP00000347836_nt",5151,549
"ENSP00000347845_nt",5239,4827
"ENSP00000347858_nt",8584,1491
"ENSP00000347872_nt",2734,1179
"ENSP00000347889_nt",7712,6075
"ENSP00000347890_nt",3541,2610
"ENSP00000347896_nt",4282,3009
"ENSP00000347906_nt",2688,1299
"ENSP00000347915_nt",5975,1995
"ENSP00000347916_nt",1428,825
"ENSP00000347924_nt",1363,1011
"ENSP00000347931_nt",7105,6102
"ENSP00000347942_nt",5659,3342
"ENSP00000347948_nt",1707,849
"ENSP00000347965_nt",927,924
"ENSP00000347978_nt",5082,3558
"ENSP00000347979_nt",2563,1005
"ENSP00000347988_nt",1901,348
"ENSP00000347997_nt",2407,1965
"ENSP00000347999_nt",3825,2913
"ENSP00000348010_nt",2868,2007
"ENSP00000348019_nt",3455,1485
"ENSP00000348020_nt",7896,4359
"ENSP00000348033_nt",969,966
"ENSP00000348043_nt",3414,552
"ENSP00000348050_nt",5661,612
"ENSP00000348064_nt",1561,1167
"ENSP00000348068_nt",3236,1254
"ENSP00000348069_nt",4253,3531
"ENSP00000348074_nt",1734,723
"ENSP00000348086_nt",2417,1938
"ENSP00000348089_nt",8008,4479
"ENSP00000348099_nt",1689,1371
"ENSP00000348108_nt",1977,1038
"ENSP00000348128_nt",7586,6642
"ENSP00000348129_nt",1718,1416
"ENSP00000348132_nt",3326,3057
"ENSP00000348145_nt",642,366
"ENSP00000348161_nt",2039,1014
"ENSP00000348163_nt",3280,1890
"ENSP00000348168_nt",1762,873
"ENSP00000348205_nt",598,408
"ENSP00000348206_nt",2626,582
"ENSP00000348211_nt",2385,1254
"ENSP00000348216_nt",3383,1500
"ENSP00000348234_nt",3983,1362
"ENSP00000348273_nt",2772,912
"ENSP00000348278_nt",3820,1635
"ENSP00000348298_nt",4834,1299
"ENSP00000348299_nt",1637,1230
"ENSP00000348300_nt",1018,669
"ENSP00000348308_nt",1326,1170
"ENSP00000348316_nt",1519,543
"ENSP00000348349_nt",12411,7644
"ENSP00000348381_nt",3081,2118
"ENSP00000348385_nt",7790,5580
"ENSP00000348394_nt",3433,2187
"ENSP00000348395_nt",2378,1569
"ENSP00000348416_nt",6747,5304
"ENSP00000348419_nt",2706,1989
"ENSP00000348429_nt",3353,2217
"ENSP00000348442_nt",4406,1368
"ENSP00000348449_nt",990,927
"ENSP00000348451_nt",1745,1017
"ENSP00000348455_nt",4123,2097
"ENSP00000348459_nt",1321,1008
"ENSP00000348461_nt",907,633
"ENSP00000348471_nt",1763,1026
"ENSP00000348472_nt",2037,1734
"ENSP00000348478_nt",1635,1614
"ENSP00000348489_nt",5200,2940
"ENSP00000348496_nt",1254,1137
"ENSP00000348498_nt",12362,8454
"ENSP00000348510_nt",7018,6327
"ENSP00000348515_nt",1791,1383
"ENSP00000348527_nt",2357,1170
"ENSP00000348538_nt",2382,717
"ENSP00000348553_nt",3019,1098
"ENSP00000348554_nt",2203,1860
"ENSP00000348564_nt",4637,3681
"ENSP00000348565_nt",3705,1212
"ENSP00000348577_nt",3060,1761
"ENSP00000348578_nt",2803,1398
"ENSP00000348589_nt",3858,3309
"ENSP00000348596_nt",3017,2061
"ENSP00000348602_nt",3418,2085
"ENSP00000348632_nt",2774,1530
"ENSP00000348634_nt",5871,5817
"ENSP00000348635_nt",1944,1182
"ENSP00000348639_nt",2088,1314
"ENSP00000348645_nt",4805,4389
"ENSP00000348659_nt",2243,666
"ENSP00000348668_nt",2809,1866
"ENSP00000348673_nt",5439,2073
"ENSP00000348704_nt",2150,1617
"ENSP00000348714_nt",5456,2469
"ENSP00000348722_nt",3480,1983
"ENSP00000348732_nt",2997,2319
"ENSP00000348751_nt",3017,1002
"ENSP00000348752_nt",10811,762
"ENSP00000348757_nt",2107,1785
"ENSP00000348762_nt",2995,2196
"ENSP00000348769_nt",4933,1479
"ENSP00000348772_nt",4225,3732
"ENSP00000348775_nt",2860,2100
"ENSP00000348778_nt",822,651
"ENSP00000348786_nt",1586,552
